-0.0161408,0.000389991,0.149999,-0.182559
-0.0161658,0.000390041,0.149999,-0.182503
-0.0164165,0.000390541,0.149999,-0.181947
-0.0166671,0.000391039,0.149999,-0.181392
-0.0168927,0.000391485,0.149999,-0.180892
-0.0171684,0.000392027,0.149999,-0.180281
-0.0174191,0.000392517,0.149999,-0.179725
-0.0176698,0.000393004,0.149999,-0.179169
-0.0179204,0.000393489,0.149999,-0.178614
-0.0181711,0.000393972,0.149999,-0.178058
-0.0184217,0.000394452,0.149999,-0.177502
-0.0186724,0.00039493,0.149999,-0.176947
-0.018923,0.000395405,0.149999,-0.176391
-0.0191486,0.00039583,0.149999,-0.175891
-0.0194243,0.000396347,0.149999,-0.17528
-0.019675,0.000396815,0.149999,-0.174724
-0.0199006,0.000397234,0.149999,-0.174224
-0.0201763,0.000397743,0.149999,-0.173613
-0.0204019,0.000398157,0.149999,-0.173113
-0.0206525,0.000398615,0.149999,-0.172558
-0.0209282,0.000399116,0.149999,-0.171946
-0.0211789,0.000399569,0.149999,-0.171391
-0.0214295,0.000400019,0.149999,-0.170835
-0.0216802,0.000400467,0.149999,-0.17028
-0.0219308,0.000400912,0.149999,-0.169724
-0.0221815,0.000401355,0.149999,-0.169168
-0.0224071,0.000401751,0.149999,-0.168668
-0.0226828,0.000402233,0.149999,-0.168057
-0.0229335,0.000402668,0.149999,-0.167502
-0.0231841,0.000403101,0.149999,-0.166946
-0.0234348,0.000403531,0.149999,-0.166391
-0.0236603,0.000403916,0.149999,-0.165891
-0.0239361,0.000404384,0.149999,-0.165279
-0.0241616,0.000404765,0.149999,-0.164779
-0.0244374,0.000405227,0.149999,-0.164168
-0.024688,0.000405645,0.149999,-0.163613
-0.0249387,0.000406061,0.149999,-0.163057
-0.0251893,0.000406474,0.149999,-0.162502
-0.02544,0.000406884,0.149999,-0.161946
-0.0256906,0.000407292,0.149999,-0.161391
-0.0259162,0.000407657,0.149999,-0.160891
-0.0261919,0.0004081,0.149999,-0.160279
-0.0264426,0.000408501,0.149999,-0.159724
-0.0266932,0.000408899,0.149999,-0.159168
-0.0269439,0.000409294,0.149999,-0.158613
-0.0271945,0.000409687,0.149999,-0.158057
-0.0274452,0.000410077,0.149999,-0.157502
-0.0276958,0.000410465,0.149999,-0.156946
-0.0279465,0.000410851,0.149999,-0.156391
-0.0281972,0.000411234,0.149999,-0.155835
-0.0284478,0.000411614,0.149999,-0.15528
-0.0286985,0.000411992,0.149999,-0.154724
-0.0289491,0.000412368,0.149999,-0.154168
-0.0291998,0.000412741,0.149999,-0.153613
-0.0294504,0.000413112,0.149999,-0.153057
-0.0297011,0.00041348,0.149999,-0.152502
-0.0299517,0.000413845,0.149999,-0.151946
-0.0302024,0.000414208,0.149999,-0.151391
-0.030453,0.000414569,0.149999,-0.150835
-0.0307037,0.000414927,0.149999,-0.15028
-0.0309543,0.000415283,0.149999,-0.149724
-0.031205,0.000415636,0.149999,-0.149169
-0.0314556,0.000415986,0.149999,-0.148613
-0.0316812,0.0004163,0.149999,-0.148113
-0.0319319,0.000416646,0.149999,-0.147558
-0.0322076,0.000417023,0.149999,-0.146947
-0.0324582,0.000417364,0.149999,-0.146391
-0.0327089,0.000417702,0.149999,-0.145836
-0.0329595,0.000418038,0.149999,-0.14528
-0.0332102,0.000418371,0.149999,-0.144725
-0.0334608,0.000418702,0.149999,-0.144169
-0.0337115,0.00041903,0.149999,-0.143614
-0.0339622,0.000419356,0.149999,-0.143058
-0.0342128,0.000419679,0.149999,-0.142503
-0.0344635,0.00042,0.149999,-0.141947
-0.0347141,0.000420318,0.149999,-0.141392
-0.0349648,0.000420634,0.149999,-0.140836
-0.0351903,0.000420916,0.149999,-0.140337
-0.0354661,0.000421258,0.149999,-0.139725
-0.0357167,0.000421566,0.149999,-0.13917
-0.0359674,0.000421872,0.149999,-0.138615
-0.036218,0.000422175,0.149999,-0.138059
-0.0364687,0.000422476,0.149999,-0.137504
-0.0367193,0.000422775,0.149999,-0.136948
-0.03697,0.00042307,0.149999,-0.136393
-0.0372206,0.000423364,0.149999,-0.135837
-0.0374713,0.000423655,0.149999,-0.135282
-0.0377219,0.000423943,0.149999,-0.134726
